adm0_iso3,adm0_name,admin_level,adm1_pcode,adm1_name,adm2_pcode,adm2_name,period_number,start_date,end_date,cropland_flooded_sq_km,cropland_flooded_ha,total_area_flooded_sq_km,total_area_flooded_ha,perc_cropland_flooded,perc_total_area_flooded,pop_exposed
PAK,Pakistan,admin2,PK62022,Punjab,PK6282022,Rahim Yar Khan,48,2025-12-16,2025-12-31,124.63,12463,292.08,29208,1.790354799939379,1.992006464400697,75928
PAK,Pakistan,admin2,PK62022,Punjab,PK6292022,Rajanpur,48,2025-12-16,2025-12-31,119.02,11902,247.22000000000003,24722,2.1748041634715003,1.7093520822123702,47135
PAK,Pakistan,admin2,PK62022,Punjab,PK6302022,Rawalpindi,48,2025-12-16,2025-12-31,6.6,660,67.44,6744,0.2900452489545577,1.0737286961580055,13672
PAK,Pakistan,admin2,PK62022,Punjab,PK6312022,Sahiwal,48,2025-12-16,2025-12-31,0.25,25,1,100,0.0079984646962698,0.02670922937735339,1850
PAK,Pakistan,admin2,PK62022,Punjab,PK6322022,Sargodha,48,2025-12-16,2025-12-31,20.08,2008,77.22,7722,0.4251751694877814,1.1157053809594955,28208
PAK,Pakistan,admin2,PK62022,Punjab,PK6332022,Sheikhupura,48,2025-12-16,2025-12-31,13.52,1352,20.97,2097,0.3781711030746281,0.4900337849169064,9354
PAK,Pakistan,admin2,PK62022,Punjab,PK6342022,Sialkot,48,2025-12-16,2025-12-31,3.68,368,12.49,1249,0.1202710790157535,0.3685379415593559,7347
PAK,Pakistan,admin2,PK62022,Punjab,PK6352022,Toba Tek Singh,48,2025-12-16,2025-12-31,1.82,182,3.22,322,0.0653944743064181,0.09439775371284614,1004
PAK,Pakistan,admin2,PK62022,Punjab,PK6362022,Vehari,48,2025-12-16,2025-12-31,14.38,1438,23.580000000000002,2358,0.3176788005604544,0.4522756008908113,10926
PAK,Pakistan,admin2,PK72022,Sindh,PK7012022,Badin,48,2025-12-16,2025-12-31,249.36,24936,586.46,58646,5.003201021683188,8.066644644230301,93573
PAK,Pakistan,admin2,PK72022,Sindh,PK7032022,Dadu,48,2025-12-16,2025-12-31,159.37,15937,242.29000000000002,24229,4.730172789434382,2.6850618818521594,75497
PAK,Pakistan,admin2,PK72022,Sindh,PK7052022,Ghotki,48,2025-12-16,2025-12-31,108.67,10867,284.33000000000004,28433,3.5070471133723844,3.934322027759184,52289
PAK,Pakistan,admin2,PK72022,Sindh,PK7062022,Hyderabad,48,2025-12-16,2025-12-31,43.45,4345,117.97999999999999,11798,8.359661579984511,10.420505961321615,279853
PAK,Pakistan,admin2,PK72022,Sindh,PK7072022,Jacobabad,48,2025-12-16,2025-12-31,64.04,6404,142.22000000000003,14222,2.6024053899378603,4.639774378575347,29816
PAK,Pakistan,admin2,PK72022,Sindh,PK7082022,Jamshoro,48,2025-12-16,2025-12-31,68.14,6814,202.89,20289,4.316588584070654,1.6205018993376852,36380
PAK,Pakistan,admin2,PK72022,Sindh,PK7092022,Kambar Shahdad Kot,48,2025-12-16,2025-12-31,119.39,11939,169.98000000000002,16998,3.477844882528692,2.680126363009249,19030
PAK,Pakistan,admin2,PK72022,Sindh,PK7102022,Kashmore,48,2025-12-16,2025-12-31,171.41,17141,398.63,39863,8.099970340571957,13.37613643303476,90254
PAK,Pakistan,admin2,PK72022,Sindh,PK7112022,Khairpur,48,2025-12-16,2025-12-31,157.46,15746,431.46,43146,4.908452458969979,2.395902718313667,124637
PAK,Pakistan,admin2,PK72022,Sindh,PK7122022,Korangi Karachi,48,2025-12-16,2025-12-31,0,0,4.03,403,0,3.783162726247967,7967
PAK,Pakistan,admin2,PK72022,Sindh,PK7132022,Larkana,48,2025-12-16,2025-12-31,73.24,7324,151.94,15194,4.761362340790777,6.987175363661888,63994
PAK,Pakistan,admin2,PK72022,Sindh,PK7142022,Malir Karachi,48,2025-12-16,2025-12-31,3.59,359,161.13,16113,1.451627251235299,5.327540570386811,28386
PAK,Pakistan,admin2,PK72022,Sindh,PK7152022,Matiari,48,2025-12-16,2025-12-31,87.64,8764,164.9,16490,7.791241771559408,10.143626534103053,48201
PAK,Pakistan,admin2,PK72022,Sindh,PK7162022,Mirpur Khas,48,2025-12-16,2025-12-31,32.04,3204,73.65,7365,1.3747090550827874,1.913871399948357,17713
PAK,Pakistan,admin2,PK72022,Sindh,PK7172022,Naushahro Feroze,48,2025-12-16,2025-12-31,97.96,9796,215.17000000000002,21517,3.889487956488703,6.294746588619707,61708
PAK,Pakistan,admin2,PK72022,Sindh,PK7182022,Sanghar,48,2025-12-16,2025-12-31,92.85,9285,490.59,49059,2.3591130239200258,4.324200614160787,73017
PAK,Pakistan,admin2,PK72022,Sindh,PK7192022,Shaheed Benazir Abad,48,2025-12-16,2025-12-31,141.91,14191,342.68,34268,4.683407548767116,6.673579741565935,79881
PAK,Pakistan,admin2,PK72022,Sindh,PK7202022,Shikarpur,48,2025-12-16,2025-12-31,121.89,12189,232.39000000000004,23239,5.663590802154841,8.014692260145521,68402
PAK,Pakistan,admin2,PK72022,Sindh,PK7212022,South Karachi,48,2025-12-16,2025-12-31,0.13,13,23.24,2324,0.7832472509557271,4.135020107827861,48180
PAK,Pakistan,admin2,PK72022,Sindh,PK7222022,Sujawal,48,2025-12-16,2025-12-31,388.75,38875,1920.6299999999997,192063,14.971546642153088,20.06833756498682,130483
PAK,Pakistan,admin2,PK72022,Sindh,PK7232022,Sukkur,48,2025-12-16,2025-12-31,118.22,11822,272.8,27280,7.133351368967833,4.654425219667572,102310
PAK,Pakistan,admin2,PK72022,Sindh,PK7242022,Tando Allahyar,48,2025-12-16,2025-12-31,16.36,1636,34.66,3466,1.5242483847472148,2.0179109891729685,10522
PAK,Pakistan,admin2,PK72022,Sindh,PK7252022,Tando Muhammad Khan,48,2025-12-16,2025-12-31,79.71,7971,165.92000000000002,16592,5.754752670534467,8.928830700847469,43599
PAK,Pakistan,admin2,PK72022,Sindh,PK7262022,Tharparkar,48,2025-12-16,2025-12-31,29.47,2947,647.65,64765,0.8557348657962313,2.9743554024795333,19602
PAK,Pakistan,admin2,PK72022,Sindh,PK7272022,Thatta,48,2025-12-16,2025-12-31,186.53,18653,1188.22,118822,9.374828527801986,14.081903169077822,101082
PAK,Pakistan,admin2,PK72022,Sindh,PK7282022,Umer Kot,48,2025-12-16,2025-12-31,29.04,2904,50.05,5005,1.5135028811370477,0.8202125987971302,12350
PAK,Pakistan,admin2,PK72022,Sindh,PK7292022,West Karachi,48,2025-12-16,2025-12-31,0,0,0.16999999999999998,17,0,0.11491601984985357,139
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5142022,Kohat,47,2025-12-01,2025-12-15,0.78,78,54.16,5416,0.1173025716333012,1.310263046966491,7993
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5132022,Khyber,47,2025-12-01,2025-12-15,0.1,10,50.230000000000004,5023,0.0603174257752681,1.512640006133392,8742
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5122022,Karak,47,2025-12-01,2025-12-15,0.12,12,12.9,1290,0.0305143644875023,0.41715088041091414,1349
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5112022,Haripur,47,2025-12-01,2025-12-15,10.38,1038,114.75,11475,2.0685163511962377,4.85638566605563,15485
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5102022,Hangu,47,2025-12-01,2025-12-15,0.22,22,6.47,647,0.075037227694114,0.39250936493538285,1450
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5092022,D. I. Khan,47,2025-12-01,2025-12-15,65.07,6507,208.62,20862,1.5685471066141554,1.9575538088850042,23676
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5082022,Chitral Upper,47,2025-12-01,2025-12-15,0.1,10,86.91,8691,0.4541326067211626,0.8099204913277551,2695
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5072022,Chitral Lower,47,2025-12-01,2025-12-15,0.24,24,185.16,18516,0.8448814266899699,2.46321010368658,7508
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5062022,Charsadda,47,2025-12-01,2025-12-15,0.3,30,1.26,126,0.0540641811796013,0.12362887573447215,845
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5052022,Buner,47,2025-12-01,2025-12-15,0.17,17,3.3200000000000003,332,0.0382551993316503,0.15659788740460204,992
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5042022,Batagram,47,2025-12-01,2025-12-15,0.14,14,7.6,760,0.3006812071718784,0.41928604154579474,2642
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5032022,Bannu,47,2025-12-01,2025-12-15,1.46,146,18.36,1836,0.2291639185565098,0.7574262694837501,777
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5022022,Bajaur,47,2025-12-01,2025-12-15,0.08,8,6.34,634,0.0154867038296948,0.38035350737715634,1986
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5012022,Abbottabad,47,2025-12-01,2025-12-15,0,0,2.4400000000000004,244,0,0.13593688665771586,1055
PAK,Pakistan,admin2,PK42022,Islamabad,PK4012022,Islamabad,47,2025-12-01,2025-12-15,0.23,23,6.32,632,0.0869419170181279,0.5942565086316531,6638
PAK,Pakistan,admin2,PK32022,Gilgit Baltistan,PK3142022,Rondu,47,2025-12-01,2025-12-15,0.15,15,51.989999999999995,5199,2.704173972060404,2.6792128874314085,1660
PAK,Pakistan,admin2,PK32022,Gilgit Baltistan,PK3132022,Gupis-Yasin,47,2025-12-01,2025-12-15,1.07,107,79.94,7994,3.0536529680365296,0.832990243364716,1899
PAK,Pakistan,admin2,PK32022,Gilgit Baltistan,PK3122022,Tangir,47,2025-12-01,2025-12-15,1.38,138,11.69,1169,10.569186271771352,0.9119796951550428,720
PAK,Pakistan,admin2,PK32022,Gilgit Baltistan,PK3112022,Darel,47,2025-12-01,2025-12-15,0.26,26,31.49,3149,1.3560778057311162,1.5524214019423057,792
PAK,Pakistan,admin2,PK32022,Gilgit Baltistan,PK3102022,Shigar,47,2025-12-01,2025-12-15,0.29,29,120.96999999999998,12097,1.498993576320969,1.1504024386300808,1564
PAK,Pakistan,admin2,PK32022,Gilgit Baltistan,PK3092022,Kharmang,47,2025-12-01,2025-12-15,0.41,41,99.96000000000001,9996,21.354166666666664,1.3707046824940683,3950
PAK,Pakistan,admin2,PK32022,Gilgit Baltistan,PK3082022,Nagar,47,2025-12-01,2025-12-15,0.27,27,66.74,6674,6.104481052612912,1.7767786132093997,5334
PAK,Pakistan,admin2,PK32022,Gilgit Baltistan,PK3072022,Skardu,47,2025-12-01,2025-12-15,1.02,102,91.21,9121,4.470454779828813,3.7134861998106268,6262
PAK,Pakistan,admin2,PK32022,Gilgit Baltistan,PK3062022,Hunza,47,2025-12-01,2025-12-15,0,0,220.79000000000002,22079,0,1.5497362004032245,959
PAK,Pakistan,admin2,PK32022,Gilgit Baltistan,PK3052022,Gilgit,47,2025-12-01,2025-12-15,2.27,227,144.88,14488,13.770470743845692,2.9157900015593756,7829
PAK,Pakistan,admin2,PK32022,Gilgit Baltistan,PK3042022,Ghizer,47,2025-12-01,2025-12-15,1.56,156,77.82,7782,8.484264227885035,1.4461588250428303,2419
PAK,Pakistan,admin2,PK32022,Gilgit Baltistan,PK3032022,Ghanche,47,2025-12-01,2025-12-15,0.85,85,134.07999999999998,13408,9.229098805646036,1.2593622348219407,7104
PAK,Pakistan,admin2,PK32022,Gilgit Baltistan,PK3022022,Diamir,47,2025-12-01,2025-12-15,0.68,68,161.53000000000003,16153,3.326810176125244,3.3038912695027225,2852
PAK,Pakistan,admin2,PK32022,Gilgit Baltistan,PK3012022,Astore,47,2025-12-01,2025-12-15,0.49,49,65.31,6531,2.546777546777547,1.0385922354194534,2209
PAK,Pakistan,admin2,PK22022,Balochistan,PK2362022,Usta Muhammad,47,2025-12-01,2025-12-15,16.66,1666,18.51,1851,1.7333087281802817,1.6566406456337526,1196
PAK,Pakistan,admin2,PK22022,Balochistan,PK2352022,Chaman,47,2025-12-01,2025-12-15,0.01,1,7.91,791,0.0345683028996705,0.4161677127925532,271
PAK,Pakistan,admin2,PK22022,Balochistan,PK2342022,Duki,47,2025-12-01,2025-12-15,0,0,5.04,504,0,0.1099736810185657,85
PAK,Pakistan,admin2,PK22022,Balochistan,PK2332022,Shaheed Sikandarabad,47,2025-12-01,2025-12-15,0.08,8,6.050000000000001,605,0.0282438278582996,0.14351882120380186,81
PAK,Pakistan,admin2,PK22022,Balochistan,PK2322022,Ziarat,47,2025-12-01,2025-12-15,0,0,36.39,3639,0,0.9844552098738902,821
PAK,Pakistan,admin2,PK22022,Balochistan,PK2312022,Zhob,47,2025-12-01,2025-12-15,0.01,1,69.47999999999999,6948,0.0047708049189805,0.4956213331944192,806
PAK,Pakistan,admin2,PK22022,Balochistan,PK2302022,Washuk,47,2025-12-01,2025-12-15,0.02,2,458.22,45822,0.0081027247556829,1.0347722846614509,1263
PAK,Pakistan,admin2,PK22022,Balochistan,PK2292022,Sohbatpur,47,2025-12-01,2025-12-15,23.97,2397,73.03,7303,3.436410757553623,8.126249282127086,8990
PAK,Pakistan,admin2,PK22022,Balochistan,PK2282022,Sibi,47,2025-12-01,2025-12-15,0.15,15,38.24,3824,0.0222054976283948,0.6674851103424534,277
PAK,Pakistan,admin2,PK22022,Balochistan,PK2272022,Sherani,47,2025-12-01,2025-12-15,0,0,30.88,3088,0,0.863918885889574,757
PAK,Pakistan,admin2,PK22022,Balochistan,PK2262022,Quetta,47,2025-12-01,2025-12-15,0.03,3,27.94,2794,0.016557968473628,0.6595059356645,750
PAK,Pakistan,admin2,PK22022,Balochistan,PK2252022,Pishin,47,2025-12-01,2025-12-15,0.04,4,9.600000000000001,960,0.00791567601076,0.13550431842797456,202
PAK,Pakistan,admin2,PK22022,Balochistan,PK2242022,Panjgur,47,2025-12-01,2025-12-15,0,0,26.259999999999998,2626,0,0.13423282052178254,287
PAK,Pakistan,admin2,PK22022,Balochistan,PK2232022,Nushki,47,2025-12-01,2025-12-15,0.08,8,93.82000000000001,9382,0.0369099162832438,1.3895291240375685,1583
PAK,Pakistan,admin2,PK22022,Balochistan,PK2222022,Nasirabad,47,2025-12-01,2025-12-15,22.37,2237,23.47,2347,0.8111409113163557,0.6366958425708852,2130
PAK,Pakistan,admin2,PK22022,Balochistan,PK2212022,Musakhel,47,2025-12-01,2025-12-15,0,0,11.550000000000002,1155,0,0.17265799230724707,270
PAK,Pakistan,admin2,PK22022,Balochistan,PK2202022,Mastung,47,2025-12-01,2025-12-15,0.06,6,13.28,1328,0.0110208172433003,0.24434192483381723,181
PAK,Pakistan,admin2,PK22022,Balochistan,PK2192022,Loralai,47,2025-12-01,2025-12-15,0.01,1,13.25,1325,0.0035628443122264,0.3002550588411938,258
PAK,Pakistan,admin2,PK22022,Balochistan,PK2182022,Lehri,47,2025-12-01,2025-12-15,2.27,227,7.7700000000000005,777,0.1393531217735394,0.20847409337311965,323
PAK,Pakistan,admin2,PK22022,Balochistan,PK2172022,Lasbela,47,2025-12-01,2025-12-15,2.8,280,226.57999999999998,22658,0.2927283690237135,1.4451042746034823,2141
PAK,Pakistan,admin2,PK22022,Balochistan,PK2162022,Kohlu,47,2025-12-01,2025-12-15,0,0,26.380000000000003,2638,0,0.30600393977172535,282
PAK,Pakistan,admin2,PK22022,Balochistan,PK2152022,Killa Saifullah,47,2025-12-01,2025-12-15,0.93,93,162.81000000000003,16281,0.1182980583305453,1.121911957371695,1913
PAK,Pakistan,admin2,PK22022,Balochistan,PK2142022,Killa Abdullah,47,2025-12-01,2025-12-15,0.02,2,2.74,274,0.0096494962395345,0.07925062999827225,45
PAK,Pakistan,admin2,PK22022,Balochistan,PK2132022,Khuzdar,47,2025-12-01,2025-12-15,0.19,19,207.07,20707,0.0138175300051442,0.5914960756448863,1766
PAK,Pakistan,admin2,PK22022,Balochistan,PK2122022,Kharan,47,2025-12-01,2025-12-15,0,0,96.11999999999999,9612,0,1.0768884069873883,791
PAK,Pakistan,admin2,PK22022,Balochistan,PK2112022,Kech,47,2025-12-01,2025-12-15,0,0,238.56,23856,0,0.8822342006538263,1732
PAK,Pakistan,admin2,PK22022,Balochistan,PK2102022,Kalat,47,2025-12-01,2025-12-15,0,0,40.589999999999996,4059,0,0.3636414125547023,404
PAK,Pakistan,admin2,PK22022,Balochistan,PK2092022,Kachhi,47,2025-12-01,2025-12-15,2.36,236,15.120000000000001,1512,0.1602402677402392,0.24499673626805996,349
PAK,Pakistan,admin2,PK22022,Balochistan,PK2082022,Jhal Magsi,47,2025-12-01,2025-12-15,14.57,1457,17.55,1755,0.8514031302788742,0.39844841192410085,683
PAK,Pakistan,admin2,PK22022,Balochistan,PK2072022_1,Jaffarabad,47,2025-12-01,2025-12-15,6.55,655,11.82,1182,0.9145901732522084,1.4524713553623616,1759
PAK,Pakistan,admin2,PK22022,Balochistan,PK2062022,Harnai,47,2025-12-01,2025-12-15,0.6,60,28.040000000000003,2804,0.8097568824042476,0.7893518072846719,416
PAK,Pakistan,admin2,PK22022,Balochistan,PK2052022,Gwadar,47,2025-12-01,2025-12-15,0.08,8,263.33,26333,0.3072441853284877,2.0464727883392637,2656
PAK,Pakistan,admin2,PK22022,Balochistan,PK2042022,Dera Bugti,47,2025-12-01,2025-12-15,4.86,486,24.990000000000002,2499,0.8101749024642377,0.21165988642239728,1768
PAK,Pakistan,admin2,PK22022,Balochistan,PK2032022,Chagai,47,2025-12-01,2025-12-15,0.03,3,1244.05,124405,0.011618658319863,2.4385773163930087,3748
PAK,Pakistan,admin2,PK22022,Balochistan,PK2012022,Awaran,47,2025-12-01,2025-12-15,1.72,172,146.44,14644,0.6169924445856803,0.523959551195956,545
PAK,Pakistan,admin2,PK12022,Azad Kashmir,PK1102022,Sudhnoti,47,2025-12-01,2025-12-15,0,0,1.4000000000000001,140,0,0.20862696458519292,407
PAK,Pakistan,admin2,PK12022,Azad Kashmir,PK1092022,Poonch,47,2025-12-01,2025-12-15,0,0,1.05,105,0,0.12415894199424057,567
PAK,Pakistan,admin2,PK12022,Azad Kashmir,PK1082022,Neelum,47,2025-12-01,2025-12-15,0.07,7,8.159999999999998,816,0.7696719084845008,0.2131115705746135,404
PAK,Pakistan,admin2,PK12022,Azad Kashmir,PK1072022,Muzaffarabad,47,2025-12-01,2025-12-15,0.03,3,1.3599999999999999,136,0.1826747887300401,0.08298723214632475,647
PAK,Pakistan,admin2,PK12022,Azad Kashmir,PK1062022,Mirpur,47,2025-12-01,2025-12-15,55.87,5587,133.53,13353,22.87576819362863,12.41891315184099,23638
PAK,Pakistan,admin2,PK12022,Azad Kashmir,PK1052022,Kotli,47,2025-12-01,2025-12-15,0.52,52,21.27,2127,0.2914909697152752,1.107054949714455,6724
PAK,Pakistan,admin2,PK12022,Azad Kashmir,PK1042022,Haveli,47,2025-12-01,2025-12-15,0,0,1.3599999999999999,136,0,0.2075072509364005,205
PAK,Pakistan,admin2,PK12022,Azad Kashmir,PK1032022,Jhelum Valley,47,2025-12-01,2025-12-15,0.02,2,1.73,173,0.1456972183258532,0.21173574208277973,233
PAK,Pakistan,admin2,PK12022,Azad Kashmir,PK1022022,Bhimber,47,2025-12-01,2025-12-15,0.13,13,6.4799999999999995,648,0.0367944620283371,0.468145110705382,1451
PAK,Pakistan,admin2,PK12022,Azad Kashmir,PK1012022,Bagh,47,2025-12-01,2025-12-15,0,0,0.12,12,0,0.01461553547357619,62
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5152022,Kohistan Lower,47,2025-12-01,2025-12-15,0.02,2,2.7700000000000005,277,0.5602856358143367,0.279472719826452,1015
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5162022,Kohistan Upper,47,2025-12-01,2025-12-15,0.51,51,72.84,7284,3.5269709543568464,1.0803745577660517,5261
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5172022,Kolai Palas Kohistan,47,2025-12-01,2025-12-15,0.07,7,10.58,1058,0.7132211624905603,0.7400582396401238,3846
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5182022,Kurram,47,2025-12-01,2025-12-15,0.28,28,20.26,2026,0.1036996972956455,0.49924544486245076,2463
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5192022,Lakki Marwat,47,2025-12-01,2025-12-15,0.09,9,3.39,339,0.0069032148226309,0.08813183180358201,277
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5202022,Lower Dir,47,2025-12-01,2025-12-15,0.13,13,2.7499999999999996,275,0.0333408228655889,0.14032177177982988,1184
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5212022,Malakand,47,2025-12-01,2025-12-15,0,0,2.75,275,0,0.312163422726699,401
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5222022,Mansehra,47,2025-12-01,2025-12-15,0.93,93,13.7,1370,0.2712063898352553,0.2828923539407584,3194
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5232022,Mardan,47,2025-12-01,2025-12-15,0,0,0.09,9,0,0.013936442655910599,38
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5242022,Mohmand,47,2025-12-01,2025-12-15,0.3,30,37.18,3718,0.0670788376263351,1.3519153860017226,5363
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5252022,North Waziristan,47,2025-12-01,2025-12-15,0.22,22,14.120000000000001,1412,0.1437701768373174,0.23968503285793832,491
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5262022,Nowshera,47,2025-12-01,2025-12-15,0.47,47,10.28,1028,0.0945100130934022,0.4930282506466551,2786
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5272022,Orakzai,47,2025-12-01,2025-12-15,0.04,4,12.589999999999998,1259,0.0274220896761478,0.7626416503323484,2374
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5282022,Peshawar,47,2025-12-01,2025-12-15,0.26,26,8.25,825,0.0393946673643226,0.44363487859418815,1993
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5292022,Shangla,47,2025-12-01,2025-12-15,1.14,114,10.06,1006,3.0046107907594,0.5991717821739043,4423
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5302022,South Waziristan,47,2025-12-01,2025-12-15,0.04,4,38.959999999999994,3896,0.0204240104667046,0.5285825473841632,1171
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5312022,Swabi,47,2025-12-01,2025-12-15,0.27,27,18.02,1802,0.0291929813373531,1.004970152707959,9660
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5322022,Swat,47,2025-12-01,2025-12-15,0.1,10,12.78,1278,0.0304824729964139,0.19471423942203622,2524
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5332022,Tank,47,2025-12-01,2025-12-15,0,0,1.34,134,0,0.05311958893739554,16
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5342022,Tor Ghar,47,2025-12-01,2025-12-15,2.68,268,44.22,4422,19.760468653315677,7.995782893019622,18441
PAK,Pakistan,admin2,PK52022,Khyber Pakhtunkhwa,PK5352022,Upper Dir,47,2025-12-01,2025-12-15,0.28,28,21.980000000000004,2198,0.2820032181543719,0.48127557734457665,3115
PAK,Pakistan,admin2,PK62022,Punjab,PK6012022,Attock,47,2025-12-01,2025-12-15,2.93,293,65.83,6583,0.0859462090957903,0.7924434955401478,9024
PAK,Pakistan,admin2,PK62022,Punjab,PK6022022,Bahawalnagar,47,2025-12-01,2025-12-15,97.12,9712,145.87,14587,1.513957765556888,1.4735545334180926,54695
PAK,Pakistan,admin2,PK62022,Punjab,PK6032022,Bahawalpur,47,2025-12-01,2025-12-15,68.74,6874,106.08999999999999,10609,0.9896506537765338,0.38638976507794504,34041
PAK,Pakistan,admin2,PK62022,Punjab,PK6042022,Bhakkar,47,2025-12-01,2025-12-15,25.85,2585,79.08,7908,0.6066331612452629,0.7920001628821194,9891
PAK,Pakistan,admin2,PK62022,Punjab,PK6052022,Chakwal,47,2025-12-01,2025-12-15,1.53,153,27.54,2754,0.0468436099636904,0.3554547851309305,6661
PAK,Pakistan,admin2,PK62022,Punjab,PK6062022,Chiniot,47,2025-12-01,2025-12-15,2.74,274,9.629999999999999,963,0.1196450246677322,0.3140557511273186,4824
PAK,Pakistan,admin2,PK62022,Punjab,PK6072022,Dera Ghazi Khan,47,2025-12-01,2025-12-15,97.81,9781,241.68,24168,2.0561172686283493,1.765583882518282,44270
PAK,Pakistan,admin2,PK62022,Punjab,PK6082022,Faisalabad,47,2025-12-01,2025-12-15,6.61,661,15.370000000000003,1537,0.1329600580901865,0.22027394078490628,8386
PAK,Pakistan,admin2,PK62022,Punjab,PK6092022,Gujranwala,47,2025-12-01,2025-12-15,34.51,3451,112.5,11250,0.9676158411007896,2.6239314493644272,61248
PAK,Pakistan,admin2,PK62022,Punjab,PK6102022,Gujrat,47,2025-12-01,2025-12-15,13.51,1351,59.9,5990,0.5191833739310249,1.586099585019153,29744
PAK,Pakistan,admin2,PK62022,Punjab,PK6112022,Hafizabad,47,2025-12-01,2025-12-15,21.53,2153,49.93000000000001,4993,0.9111407160135616,1.8533194690212011,20088
PAK,Pakistan,admin2,PK62022,Punjab,PK6122022,Jhang,47,2025-12-01,2025-12-15,56.71,5671,156.31,15631,1.0835810508742654,2.101118722152002,39478
PAK,Pakistan,admin2,PK62022,Punjab,PK6132022,Jhelum,47,2025-12-01,2025-12-15,11.82,1182,107.45,10745,0.7207742609194203,2.5228117435380075,30674
PAK,Pakistan,admin2,PK62022,Punjab,PK6142022,Kasur,47,2025-12-01,2025-12-15,4.95,495,14.72,1472,0.1349423500302468,0.3153212429668379,6405
PAK,Pakistan,admin2,PK62022,Punjab,PK6152022,Khanewal,47,2025-12-01,2025-12-15,16.42,1642,58.11000000000001,5811,0.4021364450658044,1.1472599401516035,22543
PAK,Pakistan,admin2,PK62022,Punjab,PK6162022,Khushab,47,2025-12-01,2025-12-15,10.26,1026,60.760000000000005,6076,0.3199760877098692,0.7768700683231297,15888
PAK,Pakistan,admin2,PK62022,Punjab,PK6172022,Lahore,47,2025-12-01,2025-12-15,9.88,988,15.479999999999999,1548,0.9739627899360094,0.7609373173210191,32252
PAK,Pakistan,admin2,PK62022,Punjab,PK6182022,Leiah,47,2025-12-01,2025-12-15,76.59,7659,157,15700,1.7070124430735851,2.0924230281139455,24021
PAK,Pakistan,admin2,PK62022,Punjab,PK6192022,Lodhran,47,2025-12-01,2025-12-15,3.17,317,4.0600000000000005,406,0.115138950999335,0.13184744543759686,1982
PAK,Pakistan,admin2,PK62022,Punjab,PK6202022,Mandi Bahauddin,47,2025-12-01,2025-12-15,31.43,3143,114.92999999999999,11493,1.253063279394641,3.5279882808839202,58971
PAK,Pakistan,admin2,PK62022,Punjab,PK6212022,Mianwali,47,2025-12-01,2025-12-15,144.94,14494,340.09000000000003,34009,4.038856784002929,4.789706268386094,47509
PAK,Pakistan,admin2,PK62022,Punjab,PK6222022,Multan,47,2025-12-01,2025-12-15,40.74,4074,88.96,8896,1.388560677670328,2.1059113904139606,39668
PAK,Pakistan,admin2,PK62022,Punjab,PK6232022,Muzaffargarh,47,2025-12-01,2025-12-15,174.34,17434,421.24,42124,3.076784127432336,4.726530443492638,139219
